station_name,station_id,real_time,active?,owner,owner_2,maintainer,project,latitude,longitude,elevation_ft,transmit_time,mesowest_link,station_type,hydrologic,weather,coastal,experimental_plot,seismometer,satellite,precipitation,temperature,data_provider,dew_point,wind,visability,sky_conditions,sea_level_pressure,wave_swell_height,altimeter_reading,snow_amount,heated,seasonal,reliable_forcsting,precip_reliable,temp_reliable,wind_reliable,dewpoint_reliable,additional_information,web_link,contact_person,contact_email,device_specific_details
"Kuiu Island, Rowan Bay, Stand 5",386,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.69388,-134.222,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 10, 10-meter radius plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
"Kuiu Dump, Unit 41, ",385,Unknown,Inactive,U.S. Forest Service,,,Second Growth Management Project (SGMP),56.69698,-134.245,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
Stikine River near Wrangell,STKA2,Yes,Active,U.S. Geological Survey,,,Hydrometeorological Automated Data System,56.708056,-132.130278,52,Unknown,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=STKA2&unit=0&time=LOCAL,Stream Gauge,Yes,No,No,No,No,No,Yes,Yes,National Weather Service,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,No,Unknown,Yes,Yes,Yes,Yes,Yes,"Temp F, Dew Point F, Wet bulb temp F, Relative Humidity %, Wind Speed mph, Wind Direction, Pressure in, Altimeter in, Water Temp F, Precipitation accumulated in, Precipitation 1hr in","https://waterdata.usgs.gov/monitoring-location/15024800/#parameterCode=00065&period=P7D&showMedian=false
https://www.weather.gov/wrh/timeseries?site=STKA2&hours=72 ",Jeff Conaway,jconaway@usgs.gov,Unknown
Iskut River Below Johnson River,ISKQ2,Yes,Active,Environment Canada,,,Unknown,56.738889,-131.673611,150,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,https://water.noaa.gov/gauges/ISKQ2,Unknown,Unknown,Unknown
562 Mitkof Highway,562 Mitkof Highway,Yes,Active,Jeff Meucci,,Jeff Meucci,Citizen Weather Observer Program,56.74611111,-132.9402778,200,Unknown,"TBD, will be on AlaskaSnow.org and Mesowest",RainWise MK-lll and 2 each Tempest TH-TWDR-01,Yes,Yes,No,No,No,No,Yes,Yes,Jeff Meucci,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Jeff is currently working to connect stations to NWS,Ambient Weather Network and Tempest,Jeff Meucci,jrmeucciscuba@gmail.com,RainWise MK-lll
541 Mitkof Highway,541 Mitkof Highway,Yes,Active,Jeff Meucci,,Jeff Meucci,Citizen Weather Observer Program,56.74777778,-132.9430556,100,Unknown,"TBD, will be on AlaskaSnow.org and Mesowest",RainWise MK-lll and 2 each Tempest TH-TWDR-01,Yes,Yes,No,No,No,No,Yes,Yes,Jeff Meucci,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Jeff is currently working to connect stations to NWS,Ambient Weather Network and Tempest,Jeff Meucci,jrmeucciscuba@gmail.com,Tempest TH-TWDR-01
"Port Camden, Installation 31, Plot 2140",383,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.75652,-133.918,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Port Camden, Installation 31, Plot 2130",382,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.75707,-133.917,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Port Camden, Installation 31, Plot 2150",381,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.75788,-133.914,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
439 Mitkof Highway,439 Mitkof Highway,Yes,Inactive,Jeff Meucci,,Jeff Meucci,Citizen Weather Observer Program,56.762222,-132.9575,100,Unknown,"TBD, will be on AlaskaSnow.org and Mesowest",RainWise MK-lll and 2 each Tempest TH-TWDR-01,Yes,Yes,No,No,No,No,Yes,Yes,Jeff Meucci,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Jeff is currently working to connect stations to NWS,Ambient Weather Network and Tempest,Jeff Meucci,jrmeucciscuba@gmail.com,Tempest TH-TWDR-01
"Kuiu Island, , Stand 4",380,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.76556,-134.069,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 9, 10-meter radius plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
Petersburg Ridge,PRGA2,Unknown,Inactive,Natural Resources Conservation Service,United States Department of Agriculture,,Unknown,56.7667,-132.9333,Unknown,Unknown,Unknown,Weather Station,Unknown,Unknown,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Kuiu Island, , Stand 8",379,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.76814,-134.038,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 10, 10-meter radius plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
"Kuiu Island, , Stand 7",378,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.76904,-134.033,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 9, 10-meter radius plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
"Experiment 1 (0-5 years), Kupreanof Big John, ",430,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),56.77402,-133.532,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 429010014. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
"Experiment 1 (0-5 years), Kupreanof Duncan, ",432,Unknown,Active,U.S. Forest Service,,,Tongass-Wide Young Growth Study (TWYGS),56.77469,-133.47,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,StandID 438000010. Control and 80 TPA treatments have 1 fenced deer exclosure & 1 unfenced paired area. Number of 1/5-acre permanent plots still to be determined.,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Original boundaries from field traverses by RD staff. Bndrys updated using differentially corrected GPS data & digitizing from 1997 TNF DOQQs, 2006 Census Bureau orthos, & Google Earth"
Petersburg Reservoir,PSVA2,Unknown,Inactive,Natural Resources Conservation Service,United States Department of Agriculture,,Unknown,56.7833,-132.9333,Unknown,Unknown,Unknown,Weather Station,Unknown,Unknown,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
"Kuiu Island, , Stand 2",377,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.78627,-134.028,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 9, 10-meter radius plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
East Fork Hobo Creek,HOCA2,No,Inactive,Unknown,,,Unknown,56.79389,-132.87306,Unknown,Unknown,Unknown,Stream Gauge,Yes,No,No,No,No,No,Unknown,Unknown,National Weather Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown
Petersburg,PAPG,Unknown,Active,National Weather Service,Federal Aviation Administration,,Unknown,56.8017,-132.9453,71,Unknown,https://mesowest.utah.edu/cgi-bin/droman/meso_base_dyn.cgi?stn=PAPG&unit=0&time=LOCAL,Weather Station,Unknown,Yes,No,No,No,No,Unknown,Yes,National Weather Service,Yes,Unknown,Yes,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"2.0m Temp F, 2.0 Dew Point F, 2.0m Wet bulb temp F, 2.0m Relative Humidity %, 10.0m Wind Speed mph, 10.0 Wind Gust mph, 10.0m Wind Direction, Pressure in, Sea level pressure in, Altimeter in, Weather conditions, Visibility miles, ceiling feet, precipitation 1hr in",https://www.weather.gov/wrh/timeseries?site=PAPG&hours=72,Aaron Jacobs,aaron.jacobs@noaa.gov,Unknown
"Kuiu Island, , Stand 3",376,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.81521,-134.035,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 9, 10-meter radius plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
"Kuiu Island, , Stand 1",375,Unknown,Inactive,U.S. Forest Service,,,Dwarf Mistletoe Plots,56.82425,-134.215,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Contains 11, 10-meter radius measurement plots.",Unknown,Robin Mulvey,robin.mulvey@usda.gov,PLGR GPS and drawing onto TNF DOQQ.
"Kake, Installation 56, Plot 2501",374,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.90341,-133.758,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Kake, Installation 56, Plot 2490",373,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.90349,-133.759,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Kake, Installation 56, Plot 2480",372,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.90406,-133.759,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Kake, Installation 56, Plot 2470",371,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.9046,-133.759,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
"Saginaw Bay, Installation 104, Plot 3040",370,Unknown,Active,U.S. Forest Service,,,Taylor Even-Age Plot,56.90488,-134.215,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"PDOP high, Location approximate.",Unknown,Kellen Nelson,kellen.nelson@usda.gov,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 6/23/2015.
"Thomas Bay 2, Installation 50, Plot 2760",369,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91301,-132.727,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2750",363,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91345,-132.728,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2720",368,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91353,-132.734,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2710",367,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91356,-132.734,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2740",366,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91362,-132.733,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2730",365,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91365,-132.733,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2700",364,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91366,-132.729,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2670",362,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91379,-132.729,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2690",361,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.9138,-132.729,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2770",359,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91387,-132.735,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2680",360,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91393,-132.729,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2630",356,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91499,-132.734,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2640",355,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91514,-132.734,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2660",354,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91517,-132.734,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2650",352,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91532,-132.734,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2790",350,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91566,-132.732,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Thomas Bay 2, Installation 50, Plot 2800",349,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91613,-132.733,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)"
"Saginaw Bay 3, Installation 38, Plot 2370",358,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.9164,-134.205,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"Saginaw Bay 3, Installation 38, Plot 2380",357,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91665,-134.206,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"Saginaw Bay 3, Installation 38, Plot 2390",353,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.91729,-134.207,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"Saginaw Bay 3, Installation 38, Plot 2405",351,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.9177,-134.208,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Kellen Nelson,kellen.nelson@usda.gov,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts"
"Saginaw Bay 2, Installation 37, Plot 2360",348,Unknown,Active,U.S. Forest Service,,,Cooperative Stand-Density Study (CSDS),56.92295,-134.246,Unknown,Unknown,N/A,Experimental Plot,No,No,No,Yes,No,No,Unknown,Unknown,U.S. Forest Service,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Location approximate,Unknown,Kellen Nelson,kellen.nelson@usda.gov,Drawn from field maps onto TNF DOQQs
