"Limited Access Document: To add information, please make comments. If you have questions about the document, please contact Ella Neumann at eneumann@sitkascience.org Document created using information provided by state and federal agencies, tribes, municipalities, and other organizations throughout Southeast Alaska.

GIS files, .csv files, and other information available on the SSSC Github Page: https://github.com/Sitka-Sound-Science-Center/southeast_monitoring_locations ",,,,NWS Fields,,,,,,,,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,NWS Fields,,,,,,,,,,,,,,,
"Eagle River 2, Installation 44, Plot 3110",133,Cooperative Stand-Density Study (CSDS),,,US Forest Service,58.53092,-134.823,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate
"Taku River, Moose Creek, 115",134,Spruce Beetle Plots,,,US Forest Service,58.53614,-133.751,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 116",135,Spruce Beetle Plots,,,US Forest Service,58.53614,-133.749,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 101",136,Spruce Beetle Plots,,,US Forest Service,58.51223,-136.153,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 114",137,Spruce Beetle Plots,,,US Forest Service,58.53581,-133.756,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Eagle River 2, Installation 44, Plot 3130",138,Cooperative Stand-Density Study (CSDS),,,US Forest Service,58.53051,-134.824,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate
"Eagle River 2, Installation 44, Plot 3120",139,Cooperative Stand-Density Study (CSDS),,,US Forest Service,58.5304,-134.823,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate
"Taku River, Moose Creek, 113",140,Spruce Beetle Plots,,,US Forest Service,58.53553,-133.758,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 102",141,Spruce Beetle Plots,,,US Forest Service,58.51171,-136.151,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 112",142,Spruce Beetle Plots,,,US Forest Service,58.5351,-133.76,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 111",143,Spruce Beetle Plots,,,US Forest Service,58.53429,-133.762,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 103",144,Spruce Beetle Plots,,,US Forest Service,58.51057,-136.152,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 2",145,Spruce Beetle Plots,,,US Forest Service,58.53311,-133.759,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 104",146,Spruce Beetle Plots,,,US Forest Service,58.5088,-136.153,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 4",147,Spruce Beetle Plots,,,US Forest Service,58.53233,-133.759,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 117",148,Spruce Beetle Plots,,,US Forest Service,58.53125,-133.761,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 105",149,Spruce Beetle Plots,,,US Forest Service,58.50658,-136.153,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 110",150,Spruce Beetle Plots,,,US Forest Service,58.53027,-133.762,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Taku River, Moose Creek, 5",151,Spruce Beetle Plots,,,US Forest Service,58.52975,-133.765,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 106",152,Spruce Beetle Plots,,,US Forest Service,58.50476,-136.152,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 107",153,Spruce Beetle Plots,,,US Forest Service,58.50171,-136.151,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Glacier Bay, Berg Bay, 108",154,Spruce Beetle Plots,,,US Forest Service,58.50039,-136.149,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth Graham,elizabeth.e.graham@usda.gov,,,PLGR GPS,,,,,,,,
"Eagle River, Installation 106, Plot 3060",155,Taylor Even-Age Plot,,,US Forest Service,58.5152,-134.797,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2590",156,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68869,-132.906,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2650",157,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68837,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek, Installation 67, Plot 422",158,Pruning + PCT (Petruncio-JFSL),,,US Forest Service,56.68852,-132.912,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 8/7/2012.,,,,,,,,control unit
"Falls Creek 1, Installation 49, Plot 2510",159,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68853,-132.892,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2610",160,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68852,-132.907,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2600",161,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68849,-132.906,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek, Installation 67, Plot 421",162,Pruning + PCT (Petruncio-JFSL),,,US Forest Service,56.68844,-132.913,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Differentially corrected GPS point using Trimble ProXT and PFO. Collected 8/7/2012.,,,,,,,,PCT + pruned with 12' lift.
"Falls Creek 1, Installation 49, Plot 2520",163,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68834,-132.892,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2660",164,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.688,-132.892,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2530",165,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68816,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2640",166,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68797,-132.908,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2630",167,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68789,-132.907,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2540",168,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68797,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2560",169,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68776,-132.894,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2550",170,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68774,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 3, Installation 53, Plot 2850",171,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68727,-132.866,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Falls Creek 1, Installation 49, Plot 2570",172,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68755,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 3, Installation 53, Plot 2830",173,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68705,-132.867,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Falls Creek 1, Installation 49, Plot 2670",174,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68719,-132.894,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 1, Installation 49, Plot 2580",175,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68739,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 3, Installation 53, Plot 2861",176,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68682,-132.868,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Falls Creek 1, Installation 49, Plot 2680",177,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68699,-132.893,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate.
"Falls Creek 3, Installation 53, Plot 2870",178,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68673,-132.865,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Falls Creek 3, Installation 53, Plot 2840",179,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.68651,-132.866,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Port Camden, Unit 2, ",180,Second Growth Management Project (SGMP),,,US Forest Service,56.64431,-134.042,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"Port Camden, Unit 1, Control",181,Second Growth Management Project (SGMP),,,US Forest Service,56.64433,-134.029,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"Port Camden, Unit 1, Thinning",182,Second Growth Management Project (SGMP),,,US Forest Service,56.64351,-134.028,,,,Inactive,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"Falls Creek 2, Installation 51, Plot 2795",183,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.59682,-132.754,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,Location approximate
"Falls Creek 2, Installation 51, Plot 2780",184,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.59657,-132.745,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,Location approximate
"Falls Creek 2, Installation 51, Plot 2750",185,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.5964,-132.753,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,Location approximate
"Falls Creek 2, Installation 51, Plot 2760",186,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.59626,-132.753,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,Location approximate
"Falls Creek 2, Installation 51, Plot 2770",187,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.59534,-132.753,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,Location approximate
"Totem Bay, Installation 40, Plot 2460",188,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.49834,-133.382,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate
"Totem Bay, Installation 40, Plot 2450",189,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.4979,-133.381,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate
"Totem Bay, Installation 40, Plot 2440",190,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.49738,-133.381,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Location approximate
"Agate Beach, Installation 32, Plot 2180",191,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.44112,-133.506,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Agate Beach, Installation 32, Plot 2170",192,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.44061,-133.506,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Agate Beach, Installation 32, Plot 2190",193,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.44053,-133.507,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Point Barrie, Installation 35, Plot 2280",194,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.44029,-133.628,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Agate Beach, Installation 32, Plot 2161",195,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.44011,-133.507,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Point Barrie, Installation 35, Plot 2290",196,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.44,-133.627,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Point Barrie, Installation 35, Plot 2300",197,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.43978,-133.623,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Point Barrie, Installation 35, Plot 2310",198,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.43957,-133.618,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"St. John's Bay, Installation 52, Plot 2790",199,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.42572,-132.933,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"St. John's Bay, Installation 52, Plot 2821",200,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.42566,-132.931,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"St. John's Bay, Installation 52, Plot 2800",201,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.42528,-132.932,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"St. John's Bay, Installation 52, Plot 2810",202,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.42507,-132.931,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, and used PLGR gps point(s)",,,,,,,,
"Alder Creek I, Installation 18, Plot 1681",203,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.34211,-133.526,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Alder Creek I, Installation 18, Plot 1670",204,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.34208,-133.527,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Alder Creek I, Installation 18, Plot 1660",205,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.34205,-133.528,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Alder Creek I, Installation 18, Plot 1650",206,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.34201,-133.529,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"Alder Creek II, Installation 20, Plot 1730",207,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.3406,-133.53,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.,,,,,,,,
"Alder Creek II, Installation 20, Plot 1740",208,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.34003,-133.53,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.,,,,,,,,
"Alder Creek II, Installation 20, Plot 1750",209,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.33945,-133.53,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.,,,,,,,,
"Alder Creek II, Installation 20, Plot 1760",210,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.33927,-133.531,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Combination: drawn from field maps onto TNF DOQQs & used differentially corrected Trimble GPS pts.,,,,,,,,
"Wrangell, , ",211,Wet Soil Monitoring,,,US Forest Service,56.30273,-132.205,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,David D'Amore,david.v.damore@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,Boundary approximate.
"West Zarembo, Installation 33, Plot 2230",212,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.26202,-132.909,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"West Zarembo, Installation 33, Plot 2220",213,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.26162,-132.908,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"West Zarembo, Installation 33, Plot 2210",214,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.26113,-132.907,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"West Zarembo, Installation 33, Plot 2200",215,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.26079,-132.907,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,"Combination: drawn from field maps onto TNF DOQQs, & used differentially corrected Trimble GPS pts",,,,,,,,
"South Zarembo, Installation 34, Plot 2270",216,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.25385,-132.789,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"South Zarembo, Installation 34, Plot 2260",217,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.25346,-132.789,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"South Zarembo, Installation 34, Plot 2250",218,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.25308,-132.789,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"South Zarembo, Installation 34, Plot 2241",219,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.25276,-132.788,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,Drawn from field maps onto TNF DOQQs,,,,,,,,
"Shrubby Island, Installation 28, Plot 2010",220,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.22546,-132.993,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,GPS point collected in 2015 with Trimble ProXT and differentially corrected using PFO.,,,,,,,,"High PDOP, Location approximate."
"Shrubby Island, Installation 28, Plot 2021",221,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.22488,-132.993,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,GPS point collected in 2015 with Trimble ProXT and differentially corrected using PFO.,,,,,,,,"High PDOP, location approximate."
"Shrubby Island, Installation 28, Plot 2030",222,Cooperative Stand-Density Study (CSDS),,,US Forest Service,56.22432,-132.993,,,,Active,,,,,,,,,,,,,,,,,,,,,,,,,Kellen Nelson,kellen.nelson@usda.gov,,,GPS plot center point collected in 2015 w/ Trimble ProXT & differentially corrected using PFO. Looks a bit off (or 2010 & 2021 are off). Placed plot polygon so it would be adjacent to 2021.,,,,,,,,"High PDOP, Location approximate, but should be within 25 meters from this point."
